"CO_NBM";"NO_NBM"
"0000710020";"PEDRAS LAPIDADAS/TRABALHADAS DO CAPITULO 71 DA NBM-SH"
"0000809900";"CONSUMO DE BORDO - QQ.OUTRA MERCADORIA PARA AERONAVES"
"0103910000";"OUTROS SUINOS VIVOS,DE PESO<50KG"
"0105110000";"GALOS E GALINHAS,VIVOS,DE PESO<=185G"
"0202200100";"QUARTO DE DIANTEIRO,DE BOVINO,NAO DESOSSADO,CONGELADO"
"0202209900";"OUTRAS CARNES DE BOVINO,NAO DESOSSADAS,CONGELADAS"
"0202300000";"CARNE DE BOVINO,DESSOSSADA,CONGELADA"
"2515200000";"GRANITO BELGA/OUTS.PEDRAS CALCARIAS DE CANTARIA/CONSTR."
"2516110100";"GRANITO EM BRUTO"
"2522200000";"CAL APAGADA"
"2522300000";"CAL HIDRAULICA"
"2523100000";"CIMENTO NAO PULVERIZADO (""CLINKERS"")"
"2523290299";"QQ.OUT.CIMENTO ""PORTLAND"" ESPECIAL"
"2526200100";"ESTEATITA NATURAL,TRITURADA OU EM PO"
"2530900300";"PIROLUSITA MOIDA,P/FABRICACAO DE PILHAS SECAS"
"2530900700";"LEPIDOLITA"
"2602000103";"MINERIOS DE FERRO-MANGANES,NAO AGLOMERADOS"
"2602000199";"QQ.OUT.MINERIO DE MANGANES,N/AGLOMERADO,E CONCENTRADOS"
"2606000299";"QQ.OUT.BAUXITA N/CALCINADA - MINERIO DE ALUMINIO"
"2611009900";"OUTS.MINERIOS DE TUNGSTENIO E SEUS CONCENTRADOS"
"2933392800";"FENCICLIDINA (PCP)"
"2933394802";"INTERMEDIARIO A (4-CIANO-1-METIL-4-FENILPIPERIDINA)"
"2933394803";"INTERMEDIADIO B (ETIL-4-FENIL-4-PIPERIDINOCARBOXILATO)"
"2933394804";"INTERMEDIARIO C (AC.1-METIL-4-FENILPIPERIDINO-4-CARBOX)"
"2933395400";"PIRITRAMIDA"
"2933510100";"FENOBARBITAL SODICO."
"2933510600";"METILFENOBARBITAL"
"2933510800";"PENTOBARBITAL"
"2933590200";"AMPROLIO E SEUS SAIS"
"2933591300";"CLORIDRATO DE BUCLISINA"
"2933591602";"TOSILATO DE DIPIRIDAMOL"
"2933592200";"6-MERCAPTOPURINA"
"2933592500";"OLANQUINDOX"
"2933592700";"NORFLOXACINA"
"2933593000";"METAQUALONA [2-METIL-3-O-TOLIL-4-(3H)-QUINAZOLINONA]"
"2933690300";"MERCAPTODICLOROTRIAZINA"
"2933690700";"AMETRINA"
"2933900700";"IMINOESTILBENO"
"2933903600";"HIPOXANTINA."
"4902900199";"QQ.OUT.PUBLICACAO,S/PUBLICIDADE,PERIODO<4 VEZES/SEMANA"
"4905910100";"ATLAS (OBRA CARTOGRAFICA,IMPRESSA)"
"4908100000";"DECALCOMANIAS VITRIFICAVEIS"
"4908900199";"QQ.OUT.DECALCOMANIA TRANSFER.SECO,P/USO DIDATICO/ETC."
"4908909900";"OUTS.DECALCOMANIAS"
"4911100101";"CATALOGO/ANUNCIO TECNICO,DE MANUTENCAO/REPARO P/MAQS/"
"4911990302";"NOTAS-FISCAIS/FATURAS/FORMULARIOS/ETC.EM BLOCOS"
"5007100100";"TECIDOS DE DESPERDICIOS ""BOURRETTE"" DE SEDA,CRUS"
"5007200200";"TECIDOS DE SEDA/OUTS.DESPERDS.DE SEDA>=85%,ESTAMPADOS/"
"5007209900";"OUTS.TECIDOS DE SEDA/OUTS.DESPERDICIOS DE SEDA>=85%"
"5007900200";"TECIDOS DE SEDA/OUTS.DESPERDS.DE SEDA<85%,ESTAMPADOS/"
"5101110100";"LA DE TOSQUIA,N/CARDADA,N/PENTEADA,LAVADA A DORSO"
"5101119903";"LA DE TOSQUIA,N/CARDADA,N/PENTEADA,FINURA>=64'S"
"5101210101";"LA DE TOSQUIA,N/CARDADA,DESENG.BRANQ/NAT.FINURA<=46'S"
"5101210103";"LA DE TOSQUIA,N/CARDADA,DESENG.BRANQ/NAT.FINURA>64'S"
"5104000000";"FIAPOS DE LA OU DE PELOS FINOS OU GROSSEIROS"
"2204290299";"QQ.OUT.VINHO DE SOBREMESA/LICOROSO,RECIP> 2L"
"2204290301";"MOSTO DE UVA,N/FERMENT.C/ALCOOL,RECIP> 2L"
"2206009900";"OUTS.BEBIDAS FERMENTADAS"
"2207109999";"QQ.OUT.ALCOOL ETILICO N/DESNATURADO,TEOR>=80%VOLUME"
"2208200100";"CONHAQUE"
"2209000200";"SUCEDANEOS DO VINAGRE"
"2306400000";"RESIDUOS SOLIDOS DA EXTRACAO DO OLEO DE NABO SILVESTRE/"
"2306500000";"RESIDUOS SOLIDOS DA EXTRACAO DA GORDURA/OLEO DE COCO"
"2306900101";"FARELO DE BABACU,DA EXTRACAO DA GORDURA/OLEO"
"2925200599";"QQ.OUT.SAL DE CLOREXIDINA"
"2926900400";"ALCOOL ALFA-CIANO-3-FENOXIBENZILICO"
"2926901000";"CIANETO DE BENZILA"
"2927000101";"ACIDO AMINOAZOBENZENOSSULFONICO"
"2928000400";"PROCARBAZINA E SEUS SAIS"
"2929100400";"ISOCIANATO DE N-BUTILA"
"2929900300";"CLORETO DE FENILCARBILAMINA"
"2930200299";"QQ.OUT.TIOCARBAMATO"
"2930300300";"SULFIRAM"
"2930400000";"METIONINA"
"2930900200";"TIOUREIA (TIOCARBAMIDA)"
"2930901101";"2-ETILTIOETANOL,EM CONCENTRACAO<=98%"
"2930901600";"4-METILTIO-3-METILFENOL"
"2930902300";"TIOMETON"
"2930903400";"SULINDACO"
"2930903600";"CLOROTIOFORMATO DE S-METILA"
"2931000200";"COMPOSTOS ORGANO-ANTIMONIAIS"
"4008210100";"CHAPAS/FLS/ETC.DE BORRACHA LATEX,ROLO,P/DIQUE DENTARIO"
"4008210200";"REMENDO/MANCHAO DE BORRACHA VULCANIZ.N/ALVEOLARES/ETC."
"4010919900";"OUTS.CORREIAS DE TRANSMISSAO/ETC.DE BORRACHA,L>20CM"
"4011109900";"PNEUMATICOS NOVOS,DE BORRACHA,P/OUTS.AUTOMOVEIS PASSAG."
"4011500000";"PNEUMATICOS NOVOS,DE BORRACHA,P/BICICLETAS"
"4013900000";"OUTS.CAMARAS-DE-AR DE BORRACHA"
"4101210200";"PELES INTEIRAS,DE BOVINO,SALGADAS-UMIDAS,PESO>14KG"
"4101220200";"PELES DO DORSO/MEIO-DORSO,DE BOVINO,SALGADA-UMIDAS"
"4101290100";"OUTS.PELES DE BOVINO,FRESCAS,EM BRUTO"
"4101309900";"OUTS.PELES DE BOVINO,CONSERVADAS DE OUT.MODO,EM BRUTO"
"4103209900";"PELES DE REPTEIS EXCETO JACARE,EM BRUTO"
"0712300200";"TRUFAS SECAS,MESMO EM PEDACOS/FATIAS,S/QQ.PREPARO"
"0713390000";"OUTS.FEIJOES (VIGNA/PHASEOLUS SPP),SECOS,EM GRAOS"
"0801200300";"CASTANHA-DO-PARA (CASTANHA-DO-BRASIL),SECA,S/CASCA"
"0802220000";"AVELAS (CORYLUS SPP),FRESCAS/SECAS,S/CASCA"
"0802900000";"OUTS.FRUTAS DE CASCA RIJA,FRESCAS OU SECAS"
"0804100200";"TAMARAS SECAS"
"0804200100";"FIGOS FRESCOS"
"0804500100";"GOIABAS FRESCAS OU SECAS"
"0808200100";"PERAS FRESCAS"
"0811209900";"FRAMBOESAS/AMORAS/GROSELHAS,CONGELADAS,N/ACUCARADAS"
"0813200100";"AMEIXAS SECAS,COM CAROCO"
"0813200200";"AMEIXAS SECAS,SEM CAROCO"
"0813400100";"PERAS SECAS"
"0813500500";"MISTURA DE COCO S/CASCA,CASTANHA-DO-PARA C/CASCA/ETC."
"0814000000";"CASCAS DE CITRICOS,DE MELOES/DE MELANCIAS"
"0902100100";"CHA VERDE (NAO FERMENTADO),EM SAQUINHOS-FILTRO"
"0903000100";"MATE CANCHEADO"
"0904110100";"PIMENTA PRETA,NAO TRITURADA NEM EM PO"
"0904110102";"PIMENTA PRETA,""BRASIL 1"",N/TRITURADA N/EM PO"
"0904110103";"PIMENTA PRETA,""BRASIL 2"",N/TRITURADA N/EM PO"
"0904110199";"QQ.OUT.PIMENTA PRETA,NAO TRITURADA,NEM EM PO"
"0904110300";"PIMENTA VERDE,NAO TRITURADA NEM EM PO"
"0906200000";"CANELA/FLOR DE CANELEIRA,TRITURADA OU EM PO"
"0909500000";"SEMENTES DE FUNCHO E BAGAS DE ZIMBRO"
"0910300000";"ACAFRAO-DA-TERRA (CURCUMA)"
"0910500000";"CARIL"
"0910990000";"MISTURA DE OUTRAS ESPECIARIAS"
"1005900200";"MILHO EM GRAOS,COM CASCAS"
"1006200100";"ARROZ SEM CASCA ""CARGO"",PARBOILIZADO"
"1102300000";"FARINHA DE ARROZ"
"1102900100";"FARINHA DE AVEIA"
"1103140000";"GRUMOS E SEMOLAS DE ARROZ"
"1104199900";"OUTS.CEREAIS EM GRAOS,ESMAGADOS/EM FLOCOS"
"1106200100";"FARINHA E SEMOLAS,DE MANDIOCA"
"1107100100";"MALTE INTEIRO OU PARTIDO,NAO TORRADO"
"1108140000";"FECULAS DE MANDIOCA"
"1109000000";"GLUTEN DE TRIGO,MESMO SECO"
"2819900100";"TRIOXIDO DE DICROMO"
"2820100000";"DIOXIDO DE MANGANES"
"2821109900";"OUTS.OXIDOS DE FERRO"
"2825900600";"OXIDO MERCUROSO"
"3004390200";"MEDICAMENTO C/DESMOPRESSINA,EM DOSES"
"3004390300";"MEDICAMENTO C/CALCITONINA,EM DOSES"
"3004399900";"MEDICAMENTO C/OUT.HORMONIO,S/ANTIBIOTICO,EM DOSES"
"3004900402";"MEDICAMENTO C/TIO-BARBITURICO,P/ANEST.ENDOVEN.EM DOSES"
"3004909900";"OUTS.MEDICAMENTOS P/FIM TERAPEUTICO/ETC.EM DOSES"
"3006400101";"CIMENTO C/HIDROXIDO DE CALCIO,P/PROTECAO PULPAR"
"3006400200";"LIGAS DE METAIS PRECIOSOS,PARA OBTURACAO"
"3101009900";"OUTS.ADUBOS/FERTIL.DE ORIG.ANIMAL/VEGET.MISTURA/TRATAM."
"3102100200";"UREIA C/TEOR> 45% DE NITROGENIO (ADUBO/FERTILIZANTE)"
"9022210200";"APARS.DE RADIOTERAPIA,P/USO MEDICO/CIRURGICO/ETC."
"9022900100";"ELEMENTOS ACELERADORES DE PARTICULA ATOMICA"
"9022909099";"QQ.OUT.PARTE/ACESS.DE APARELHOS P/RAIOS X"
"9023000100";"LAMINA PREPARADA (MICROSCOPICA) P/DEMONSTRACAO ENSINO/"
"9024100100";"MAQS/APARS.P/ENSAIO DE TRACAO/COMPRESSAO,DE METAIS"
"9025119900";"OUTS.TERMOMETROS/PIROMETROS,LIQUIDO,DE LEITURA DIRETA"
"9026800000";"INSTRUMS/APARS.DE MEDIDA/CONTROLE OUT.CARACT.DE LIQ/GAS"
"9026900200";"PARTES/ACESS.DE MANOMETROS"
"9027200101";"CROMATOGRAFOS A GAS"
"9027400000";"INDICADOR DE TEMPO DE EXPOSICAO"
"9027500400";"ESPECTROSCOPIOS DE MASSA"
"9027500700";"POLARIMETROS E SACARIMETROS"
"6106200000";"CAMISA/ETC.DE MALHA DE FIBRA TEXTIL SINTET.USO FEMININO"
"6107120000";"CUECAS DE MALHA DE FIBRA TEXTIL SINTET.USO MASCULINO"
"6107190000";"CUECAS DE MALHA DE OUT.MATERIA TEXTIL,USO MASCULINO"
"6108210000";"CALCINHAS DE MALHA DE ALGODAO,USO FEMININO"
"6108220000";"CALCINHAS DE MALHA DE FIBRA TEXTIL SINTET.USO FEMININO"
"6108910000";"ROUPAO-BANHO/ETC.DE MALHA DE ALGODAO,USO FEMININO"
"7314200000";"GRADES/REDES,DE FERRO/ACO,SOLD.PTO.INTERS.SUPERF>100CM2"
"7314300000";"OUTS.GRADES/REDES,DE FERRO/ACO,SOLDADAS PTO.INTERSECAO"
"7314410000";"GRADES/REDES,DE FIO DE FERRO/ACO,GALVANIZADAS"
"7314490000";"OUTS.GRADES/REDES,DE FIO DE FERRO OU ACO"
"7315110000";"CORRENTES DE ROLOS,DE FERRO FUNDIDO,FERRO OU ACO"
"7315119901";"OUTS.CORRENTES DE ROLOS,DE FERRO/ACO,P/BICICLETAS"
"7315119999";"QQ.OUT.CORRENTE DE ROLOS,DE FERRO/FERRO FUNDIDO/ACO"
"7315190000";"PARTES DE CORRENTE DE ELOS ARTICULADOS,DE FERRO FUNDIDO"
"7315810000";"CORRENTE DE ELOS C/SUPORTE,DE FERRO FUNDIDO/FERRO/ACO"
"7317000202";"TACHAS DE FERRO FUNDIDO,FERRO OU ACO"
"7318130000";"GANCHOS/ARMELAS,DE FERRO FUNDIDO/FERRO/ACO"
"7318239900";"REBITES DE FERRO FUNDIDO/FERRO/ACO,EXC.P/AERONAUTICA"
"7318240000";"CHAVETAS/CAVILHAS/CONTRAPINOS,DE FERRO FUNDIDO/FERRO/"
"7319100100";"AGULHAS DE COSTURA,DE USO MANUAL,DE FERRO/ACO"
"7320200000";"MOLAS DE FERRO OU ACO,HELICOIDAIS"
"8466910300";"PARTES/ACESS.DE MAQUINAS,P/TRABALHAR VIDRO A FRIO"
"8466920401";"PARTES/ACESS.DE LIXADEIRAS DE MADEIRA/CORTICA/OSSOS/ETC"
"8467190200";"PISTOLAS DE AR COMPRIMIDO,P/LUBRIFICACAO,DE USO MANUAL"
"8468900100";"BICOS E ACESS.P/MAQUINAS/APARELHOS,P/SOLDAR"
"8470210000";"MAQUINAS DE CALCULAR,ELETRONICAS,C/DISPOSIT.IMPRESSOR"
"8471920301";"UNIDADE DE FITA MAGNETICA,TIPO ROLO"
"9028309901";"CONTADOR DE ELETRICIDADE,MONOFASICO"
"9029209900";"OUTS.INDICADORES DE VELOCIDADE E TACOMETROS"
"9029900200";"PARTES/ACESS.DE INDICADORES DE VELOCIDADE/ETC.P/VEICS."
"9030100100";"MEDIDORES DE RADIATIVIDADE (""GEIGER"")"
"9030390300";"WATTIMETROS"
"9030890300";"FREQUENCIMETRO"
"9031100100";"BALANCEADORES DE RODAS,P/VEICULOS"
"9031200100";"BANCO DE ENSAIO,PARA MOTORES"
"9031800200";"DINAMOMETROS"
"9031800300";"RUGOSIMETROS"
"9031909900";"PARTES/ACESS.DE INSTRUMS/APARS.DE MEDIDA/CONTROLE"
"9032890205";"REGULADOR AUTOMATICO,DE TIRAGEM"
"9032900100";"PARTES/ACESS.DE TERMOSTATOS AUTOMATICOS,DE IMERSAO"
"5907000000";"OUTS.TECIDOS IMPREGNADOS/REVESTIDOS/ETC.TELAS PINTADAS"
"5909009900";"OUTS.MANGUEIRAS/TUBOS SEMELH.DE MATERIA TEXTIL"
"5911400200";"TECIDO P/COMPRESSAO/FILTRACAO,DE MATERIA GRAXA/ETC."
"6001290000";"TECIDO ATOALHADO,DE MALHA DE OUT.MATERIA TEXTIL"
"9202900299";"QQ.OUT.GUITARRA,EXC.VIOLAO"
"9205100299";"QQ.OUT.TROMBONE,EXC.O TROMBONE BAIXO"
"9207100101";"ORGAOS ELETRONICOS,TECLADO>=2,PEDALEIRA>=25 NOTAS"
"9207100199";"QQ.OUT.ORGAO ELETRONICO"
"6301100000";"COBERTORES E MANTAS,ELETRICOS"
"6301200000";"COBERTORES E MANTAS,DE LA/PELOS FINOS"
"6302100000";"ROUPA DE CAMA,DE MALHA"
"6302329900";"OUTS.ROUPAS-CAMA,DE OUT.FIBRA TEXTIL SINTETICA/ARTIF."
"6302539900";"ROUPAS DE MESA,DE OUT.FIBRA TEXTIL SINTETICA/ARTIF."
"6302600100";"ROUPAS DE TOUCADOR,DE TECIDO ATOALHADO,DE ALGODAO"
"6302919901";"ROUPAS DE TOUCADOR,DE ALGODAO,EXC.DE MALHA"
"6302929901";"ROUPAS DE TOUCADOR,DE LINHO ,EXC.DE MALHA"
"6002930000";"OUTS.TECIDOS DE MALHA DE FIBRA TEXTIL SINTET/ARTIFICIAL"
"6103210000";"CONJUNTO DE MALHA DE LA/PELOS FINOS,USO MASCULINO"
"6103410000";"CALCAS/ETC.DE MALHA DE LA/PELOS FINOS,USO MASCULINO"
"6104230000";"CONJUNTO DE MALHA DE FIBRA TEXTIL SINTET.USO FEMININO"
"6104310000";"""BLAZERS"" DE MALHA DE LA/PELOS FINOS,USO FEMININO"
"6104530000";"SAIAS/ETC.DE MALHA DE FIBRA TEXTIL SINTET.USO FEMININO"
"6104610000";"CALCAS/ETC.DE MALHA DE LA/PELOS FINOS,USO FEMININO"
"7321120200";"FOGAREIRO A COMBUSTIVEL LIQ.DE FERRO FUNDIDO/FERRO/ACO"
"6206300000";"CAMISA/BLUSA/ETC.DE ALGODAO,USO FEMININO"
"6207290000";"CAMISOLAO/PIJAMAS,DE OUT.MATERIA TEXTIL,USO MASCULINO"
"6208110000";"COMBINACOES DE FIBRA TEXTIL SINTET/ARTIF.USO FEMININO"
"6208220000";"CAMISOLA DE DORMIR,DE FIBRA TEXTIL SINTET.USO FEMININO"
"6208920000";"ROUPAO-BANHO/ETC.DE FIBRA TEXTIL SINTET.USO FEMININO"
"6209209900";"OUTS.VESTUARIOS DE ALGODAO,PARA BEBE"
"6211390000";"OUTS.VESTUARIOS DE OUT.MATERIA TEXTIL,USO MASCULINO"
"6211439900";"OUTS.VESTUARIOS DE FIBRA TEXT.SINTET/ARTIF.USO FEMININO"
"6213900000";"LENCOS DE ASSOAR/DE BOLSO,DE OUT.MATERIA TEXTIL"
"6216000200";"LUVAS E SEMELHS.DE FIBRA TEXTIL SINTETICA/ARTIFICIAL"
"7410220000";"FOLHAS DE LIGA DE COBRE,C/SUPORTE,E<=0.15MM,DELGADAS"
"7414100100";"TELAS METALICAS DE FIOS DE COBRE,P/MAQS.DE FABR.PAPEL"
"7417000100";"APARS.P/COZINHAR/AQUECER,DE COBRE,N/ELETRICOS"
"6303110000";"CORTINADOS/CORTINAS/ETC.DE MALHA DE ALGODAO"
"6304929900";"OUTS.ARTEFS.DE ALGODAO,P/GUARNICAO DE INTERIORES"
"6305900100";"SACOS DE MALHA DE OUT.MATER.TEXTIL,P/EMBALAGEM"
"6306120000";"ENCERADOS E TOLDOS,DE FIBRAS SINTETICAS"
"6306290000";"TENDAS DE OUT.MATERIA TEXTIL"
"6306490000";"COLCHOES DE OUT.MATERIA TEXTIL,PNEUMATICOS"
"6307900300";"OUTS.ARTEFATOS CONFECCIONADOS,DE MALHA"
"6307909903";"LEQUES/ETC.DE MATERIA TEXTIL,C/ARMACAO S/METAL PRECIOSO"
"7612900200";"RECIP.ISOTERM.REFRIG.NITROG.LIQ.CAP<=300L,DE ALUMINIO"
"7612909999";"QQ.OUT.RESERVATORIO/RECIPIENTE,DE ALUMINIO,CAP<=300L"
"7613000000";"RECIPIENTE DE ALUMINIO,P/GASES COMPRIMIDOS/LIQUEFEITOS"
"7615100200";"PANELAS INCL.AS DE PRESSAO,DE ALUMINIO"
"7616900300";"PERSIANAS,GELOSIAS E ESTORES,DE ALUMINIO"
"7616909099";"QQ.OUT.PARTE DE OBRAS DE ALUMINIO"
"7326209900";"OUTS.OBRAS DE FIOS DE FERRO OU ACO"
"7403120000";"BARRA DE COBRE REFINADO,P/OBTENCAO DE FIOS,FORMA BRUTA"
"7404000000";"DESPERDICIOS/RESIDUOS,DE COBRE"
"7407100200";"PERFIS OCOS,DE COBRE REFINADO"
"7408110000";"FIO DE COBRE REFINADO,SECAO TRANSVERSAL,DIM>6MM"
"0303799900";"OUTS.PEIXES CONGELADOS,EXC.FILE/FIGADO/OVAS/SEMEN"
"0304200300";"FILES DE MERLUZA,CONGELADOS"
"0304900400";"OUTS.CARNES DE PARGO-ROSA,FRESCAS/REFRIG/CONGELADAS"
"0305100000";"FARINHAS/POS/ETC.DE PEIXES,P/ALIMENTACAO HUMANA"
"0305590100";"ANCHOVA SECA,MESMO SALGADA,NAO DEFUMADA"
"0306120000";"LAVAGANTES (""HOMARDS"")(HOMARUS SPP),CONGELADOS"
"0306230199";"POS E AGLOMERADOS,DE CAMAROES,P/ALIMENTACAO HUMANA"
"0306290199";"POS E AGLOMERADOS,DE OUTS.CRUSTACEOS,P/ALIMENT.HUMANA"
"2804709900";"OUTS.FOSFOROS"
"2805220200";"BARIO - METAL ALCALINO TERROSO"
"2805309900";"OUTS.METAIS DE TERRAS RARAS/ESCANDIO E ITRIO"
"2808000200";"ACIDO SULFONITRICO"
"2809100000";"PENTOXIDO DE DIFOSFORO"
"2810000100";"ANIDRIDO BORICO"
"2811190599";"QQ.OUT.ACIDO INORGANICO,DE ENXOFRE"
"2811191200";"ACIDO COMPLEXO,INORGANICO"
"2811220100";"DIOXIDO DE SILICIO,EM PO,OBTIDO POR PRECIPITACAO QUIM"
"2811290300";"DIOXIDO DE CLORO (PEROXIDO DE CLORO)"
"2812100204";"CLORETO DE SULFURILA"
"2812900100";"TRIFLUORETO DE BORO"
"2813900202";"TRISSULFETO DE FOSFORO"
"2816100100";"HIDROXIDO DE MAGNESIO"
"2912420000";"ETILVANILINA (ALDEIDO ETILPROTOCATEQUICO)"
"2912490200";"ALDEIDO SALICILICO"
"2913009900";"OUTS.DERIVADOS HALOGENADOS/SULFONADOS/ETC.DOS ALDEIDOS"
"2914190100";"FORONAS"
"2914190900";"PSEUDO-IONONAS"
"2914191100";"6-METIL-5-HEPTEN-2-ONA"
"2914230200";"METILIONONAS"
"2914690100";"MENADIONA"
"2914700300";"ACIDO ANTRAQUINONA-2-SULFONICO"
"2914700400";"ACIDO CANFOSSULFONICO"
"2914700700";"DINITRODIMETILBUTILACETOFENONA"
"2914701100";"1-CLORO-ANTRAQUINONA"
"2914701200";"3,9-DIBROMO-BENZANTRONA"
"2915110000";"ACIDO FORMICO"
"2915240000";"ANIDRIDO ACETICO"
"2915310000";"ACETATO DE ETILA"
"2915390200";"ACETATO DE ISOBORNILA"
"2915390701";"MONOACETINA (ACETATO DE GLICERINA)"
"2915390702";"DIACETINA (ACETATO DE GLICERINA)"
"2915392100";"ACETATO DE TERPENILA"
"2915392900";"ACETATO DE I-HEPTINILA"
"9503900100";"ARMAS DE FICCAO/SEM PODER OFENSIVO,DE BRINQUEDO"
"9504300000";"JOGOS ACIONADOS POR FICHA OU MOEDA"
"9506110000";"ESQUIS PARA NEVE"
"9506610000";"BOLAS P/TENIS"
"9506700000";"PATINS P/GELO E PATINS DE RODAS,INCL.FIXADO EM CALCADOS"
"9506990300";"REDES P/ESPORTE E CESTA P/BASQUETEBOL"
"9601100000";"MARFIM TRABALHADO E OBRAS DE MARFIM"
"9603100000";"VASSOURAS/ESCOVAS,DE MATERIA VEGETAL EM FEIXES,C/S CABO"
"9603400200";"PINCEIS P/PINTAR/CAIAR/ENVERNIZAR/ETC."
"9603900400";"RODOS DE BORRACHA/MATERIAS FLEXIVEIS SEMELHANTES"
"9604000000";"PENEIRAS E CRIVOS,MANUAIS"
"9605000102";"CONJUNTO DE VIAGEM,P/TOUCADOR DE PESSOAS,DE PLASTICO"
"9608109900";"CANETA ESFEROGRAFICA SEM METAL PRECIOSO"
"8414900300";"PARTES DE GERADORES DE EMBOLOS LIVRES"
"8415820200";"APARS.DE AR CONDICIONADO,C/DISP.REFRIG.P/AUTOMOVEL"
"8415830100";"APARS.DE AR CONDICIONADO,S/DISP.REFRIG.P/ONIBUS"
"8416200200";"QUEIMADOR P/ALIMENTACAO DE FORNALHA,DE CARVAO PULVERIZ"
"8416900000";"PARTES DE FORNALHAS/QUEIMADORES,P/ALIMENTACAO FORNALHAS"
"8417100300";"FORNOS INDUSTRIAIS,P/CEMENTACAO,N/ELETRICOS"
"8417800100";"FORNOS INDUSTRIAIS,P/CARBONIZACAO DE MADEIRA,N/ELETRS."
"8418509900";"VITRINAS/BALCOES/MOVEIS SEMELHS.P/PRODUCAO DO FRIO"
"8418690200";"BEBEDOUROS REFRIGERADOS"
"8418690300";"MAQUINAS P/FABRICACAO DE GELO EM CUBOS/ESCAMAS"
"8418690600";"UNIDADE SELADA P/REFRIGERADOR,USO DOMESTICO/COMERCIAL"
"8418990200";"EVAPORADOR FRIGORIFICO"
"8418999900";"OUTS.PARTES DE MATERIAL/MAQUINA/APARELHO,P/PROD.DO FRIO"
"8540200200";"TUBO INTENSIFICADOR DE IMAGEM P/APARS.DE RAIOS-X"
"8540910100";"CONJUNTO DE PAINEL DE VIDRO,P/TUBO CATODICO TRICROMAT."
"8703900500";"OUTS.VEICULOS DE USO MISTO"
"8704220100";"CAMINHAO C/MOTOR,IGNICAO POR COMPRESSAO,5T<CAP<=20T"
"8705900000";"OUTS.VEICULOS AUTOMOVEIS P/USOS ESPECIAIS"
"8707100200";"CARROCARIAS P/ONIBUS E MICROONIBUS"
"8708290300";"GRADES PROTETORAS DE RADIADOR,P/AUTOMOVEIS/ONIBUS/ETC."
"8708500300";"SEMI-EIXO/ETC.DE TRANSMISS.C/DIFERENCIAL,P/AUTOMOVEIS/"
"8708800000";"AMORTECEDORES DE SUSPENSAO,P/AUTOMOVEIS/ONIBUS/ETC."
"5403200201";"FIO DE ACETATO DE CELULOSE,TEXTURIZADO,TINTO"
"5403330100";"FIO DE ACETATO DE CELULOSE,SIMPLES,TINTO"
"5403390101";"FIO DE PROTEINA/OUT.FIBRA PROTEICA,SIMPLES,TINTO"
"5403390299";"QQ.OUT.FIO DE RAIOM CUPROAMONIACAL,SIMPLES,N/TINTO"
"7216509901";"OUTS.PERFIS DE FERRO/ACO,LAMIN.A QUENTE,H<80MM"
"7216900200";"OUTS.PERFIS DE FERRO/ACO,OBTIDOS A FRIO,80MM<=H<200MM"
"7216900300";"OUTS.PERFIS DE FERRO/ACO,OBTIDOS A FRIO,H>=200MM"
"7217130100";"FIO DE FERRO/ACO,C<0.25%,REVEST.C/OUT.METAL,OVALADO"
"7217210100";"FIO DE FERRO/ACO,C<0.60%,N/REVESTIDO,OVALADO,P/CERCA"
"7217320000";"FIO DE FERRO/ACO,C>=0.6%,GALVANIZADO"
"7219110000";"LAMINADO PLANO,ACO INOX.A QUENTE,ROLOS,L>=6DM,E>10MM"
"7219220000";"LAMINADO PLANO,ACO INOX.A QUENTE,L>=6DM,E<=10MM"
"7221000100";"FIO-MAQUINA DE ACO INOX.SECAO CIRCULAR"
"7221000200";"FIO-MAQUINA DE ACO INOX.SECAO RETANGULAR"
"8448390202";"PARTES/ACESS.DE BOBINADORES N/AUTOMAT.DE MATERIA TEXTIL"
"6902109999";"QQ.OUT.PROD.CERAM.REFRAT.P/CONSTRUCAO,CONT>50% MG/CA/CR"
"6902209903";"OUTS.PRODS.CERAM.SILICO-ALUMINOSOS,INCL.ISOLANTE/ETC."
"6902209904";"OUTS.PRODS.CERAMICOS DE SILIMANITA/CARBONETO DE SILICIO"
"6902900101";"TIJOLO DE GRAFITA/CARVAO GRAFITADO,REFRAT.P/CONSTRUCAO"
"6902909999";"QQ.OUT.PROD.CERAM.REFRAT.P/CONSTRUCAO"
"6903100200";"TAMPAS/TAMPOES,DE GRAFITA/CARBONO/ETC(>50%),REFRATARIOS"
"6903200100";"CADINHOS REFRATARIOS,DE ALUMINA/SILICA(>50%)"
"6903900300";"OUTS.TUBOS CERAMICOS,REFRATARIOS"
"6904100000";"TIJOLO DE CERAMICA,PARA CONSTRUCAO"
"6907900000";"OUTS.LADRILHOS/ETC.DE CERAM.P/PAVIM/REVEST.N/VIDRADO/"
"6912000103";"CANECAS/XICARAS COM/SEM PIRES,DE OUTS.CERAMICAS"
"6914900199";"QQ.OUT.FORNO EXC.DE PORCELANA/FAIANCA/BARRO"
"7001000101";"BLOCO DE VIDRO OPTICO,PRENSADO,BRANCO,P/LENTE CORRETIVA"
"5701900202";"TAPETES DE ALGODAO,FEITOS A MAQUINA"
"5702320000";"TAPETES DE MATAVELUDADOSA,AVELUDADOS,N/CONFECCIONADOS"
